# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-3761  [000] .... 259068.723055: tracing_mark_write: start iozone:-I -O -i 0 -s 64 -r 4 -f /sdcard/tmp
          <idle>-0     [003] d.h2 259069.028185: bcm2835_sdhost_irq: read:SDHSTS:00000400
          <idle>-0     [003] d.h2 259069.028187: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [003] d.h2 259069.028189: bcm2835_sdhost_finish_command: read:SDCMD:0000080c
          <idle>-0     [003] d.h2 259069.028190: bcm2835_sdhost_finish_command: read:SDRSP0:00000c00
          <idle>-0     [003] d.h2 259069.028193: bcm2835_sdhost_irq: read:SDHSTS:00000000
          <idle>-0     [003] ..s2 259069.028196: mmc_request_done <-bcm2835_sdhost_tasklet_finish
          <idle>-0     [003] ..s1 259069.028198: mmc_request_done: mmc0: end struct mmc_request[ffffffc0301a7140]: cmd_opcode=25 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=0 stop_opcode=12 stop_err=0 stop_resp=0xc00 0x0 0x0 0x0 stop_retries=0 sbc_opcode=23 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=4096 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
          <idle>-0     [003] ..s2 259069.028200: mmc_wait_data_done <-mmc_request_done
         mmcqd/0-339   [003] ...1 259069.028211: mmc_blk_err_check <-mmc_start_areq
         mmcqd/0-339   [003] ...1 259069.028212: mmc_wait_for_cmd <-__mmc_send_status
         mmcqd/0-339   [003] ...1 259069.028213: mmc_wait_for_req <-mmc_wait_for_cmd
         mmcqd/0-339   [003] ...1 259069.028214: mmc_start_request <-mmc_wait_for_req
         mmcqd/0-339   [003] ...1 259069.028214: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [003] ...1 259069.028216: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [003] .... 259069.028217: mmc_request_start: mmc0: start struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_arg=0x59b40000 cmd_flags=0x195 cmd_retries=5 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=0 block_size=0 blk_addr=0 data_flags=0x0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
         mmcqd/0-339   [003] d..1 259069.028219: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [003] d..1 259069.028221: bcm2835_sdhost_send_command: read:SDCMD:0000080c
         mmcqd/0-339   [003] d..1 259069.028223: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [003] d..1 259069.028224: bcm2835_sdhost_send_command: write:SDARG:59b40000
         mmcqd/0-339   [003] d..1 259069.028225: bcm2835_sdhost_send_command: write:SDCMD:0000800d
         mmcqd/0-339   [003] d..1 259069.028227: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [003] d..1 259069.028228: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [003] d..1 259069.028229: bcm2835_sdhost_finish_command: read:SDCMD:0000000d
         mmcqd/0-339   [003] d..1 259069.028231: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [003] ...1 259069.028235: mmc_wait_for_req_done <-mmc_wait_for_req
     ksoftirqd/3-25    [003] ..s1 259069.028241: mmc_request_done <-bcm2835_sdhost_tasklet_finish
     ksoftirqd/3-25    [003] ..s. 259069.028243: mmc_request_done: mmc0: end struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=5 stop_opcode=0 stop_err=0 stop_resp=0x0 0x0 0x0 0x0 stop_retries=0 sbc_opcode=0 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=0 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
     ksoftirqd/3-25    [003] ..s1 259069.028244: mmc_wait_done <-mmc_request_done
         mmcqd/0-339   [000] ...1 259069.028257: mmc_retune_release <-mmc_wait_for_req_done
         mmcqd/0-339   [000] ...1 259069.028259: mmc_retune_release <-mmc_start_areq
         mmcqd/0-339   [000] d..2 259069.028273: mmc_exit_request <-free_request_size
         mmcqd/0-339   [000] ...1 259069.028275: mmc_put_card <-mmc_blk_issue_rq
         mmcqd/0-339   [000] ...1 259069.028276: mmc_release_host <-mmc_put_card
          iozone-3762  [001] ...1 259069.028327: mmc_init_request <-alloc_request_size
          iozone-3762  [001] d..2 259069.028337: mmc_request_fn <-__blk_run_queue
         mmcqd/0-339   [000] d..2 259069.028346: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [000] d..2 259069.028347: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [000] ...1 259069.028348: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [000] ...1 259069.028349: mmc_get_card <-mmc_blk_issue_rq
         mmcqd/0-339   [000] ...1 259069.028352: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [000] ...1 259069.028353: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [000] ...1 259069.028354: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [000] ...1 259069.028355: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [000] ...1 259069.028356: mmc_start_areq <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [000] ...1 259069.028357: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [000] ...1 259069.028357: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [000] ...1 259069.028359: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [000] .... 259069.028361: mmc_request_start: mmc0: start struct mmc_request[ffffffc0301a4d40]: cmd_opcode=25 cmd_arg=0xf34 cmd_flags=0xb5 cmd_retries=0 stop_opcode=12 stop_arg=0x0 stop_flags=0x49d stop_retries=0 sbc_opcode=23 sbc_arg=0x8 sbc_flags=0x15 sbc_retires=0 blocks=8 block_size=512 blk_addr=0 data_flags=0x100 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [000] d..1 259069.028371: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [000] d..1 259069.028373: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [000] d..1 259069.028375: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [000] d..1 259069.028376: bcm2835_sdhost_send_command: write:SDHCFG:0000040e
         mmcqd/0-339   [000] d..1 259069.028377: bcm2835_sdhost_send_command: write:SDHBCT:00000200
         mmcqd/0-339   [000] d..1 259069.028378: bcm2835_sdhost_send_command: write:SDHBLC:00000008
         mmcqd/0-339   [000] d..1 259069.028379: bcm2835_sdhost_send_command: write:SDARG:00000f34
         mmcqd/0-339   [000] d..1 259069.028381: bcm2835_sdhost_send_command: write:SDCMD:00008099
         mmcqd/0-339   [000] d..1 259069.028384: bcm2835_sdhost_finish_command: read:SDCMD:00008099
         mmcqd/0-339   [000] d..1 259069.028385: bcm2835_sdhost_finish_command: read:SDCMD:00008099
         mmcqd/0-339   [000] d..1 259069.028386: bcm2835_sdhost_finish_command: read:SDCMD:00000099
         mmcqd/0-339   [000] d..1 259069.028388: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [000] ...1 259069.028390: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [000] ...1 259069.028391: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [000] ...1 259069.028392: mmc_start_areq <-mmc_blk_issue_rw_rq
          <idle>-0     [001] d.s2 259069.029263: bcm2835_sdhost_dma_complete: read:SDHSTS:00000000
          <idle>-0     [001] d.s2 259069.029265: bcm2835_sdhost_dma_complete: read:SDCMD:00000099
          <idle>-0     [001] d.s2 259069.029266: bcm2835_sdhost_dma_complete: read:SDEDM:00010801
          <idle>-0     [001] d.s2 259069.029269: bcm2835_sdhost_finish_data: write:SDHCFG:0000040e
          <idle>-0     [001] d.s2 259069.029270: bcm2835_sdhost_send_command: read:SDCMD:00000099
          <idle>-0     [001] d.s2 259069.029273: bcm2835_sdhost_send_command: read:SDHSTS:00000000
          <idle>-0     [001] d.s2 259069.029274: bcm2835_sdhost_send_command: write:SDARG:00000000
          <idle>-0     [001] d.s2 259069.029275: bcm2835_sdhost_send_command: write:SDCMD:0000880c
          <idle>-0     [002] d.h2 259069.030363: bcm2835_sdhost_irq: read:SDHSTS:00000400
          <idle>-0     [002] d.h2 259069.030365: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [002] d.h2 259069.030367: bcm2835_sdhost_finish_command: read:SDCMD:0000080c
          <idle>-0     [002] d.h2 259069.030370: bcm2835_sdhost_finish_command: read:SDRSP0:00000c00
          <idle>-0     [002] d.h2 259069.030372: bcm2835_sdhost_irq: read:SDHSTS:00000000
          <idle>-0     [002] ..s2 259069.030375: mmc_request_done <-bcm2835_sdhost_tasklet_finish
          <idle>-0     [002] ..s1 259069.030377: mmc_request_done: mmc0: end struct mmc_request[ffffffc0301a4d40]: cmd_opcode=25 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=0 stop_opcode=12 stop_err=0 stop_resp=0xc00 0x0 0x0 0x0 stop_retries=0 sbc_opcode=23 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=4096 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
          <idle>-0     [002] ..s2 259069.030379: mmc_wait_data_done <-mmc_request_done
         mmcqd/0-339   [002] ...1 259069.030391: mmc_blk_err_check <-mmc_start_areq
         mmcqd/0-339   [002] ...1 259069.030392: mmc_wait_for_cmd <-__mmc_send_status
         mmcqd/0-339   [002] ...1 259069.030393: mmc_wait_for_req <-mmc_wait_for_cmd
         mmcqd/0-339   [002] ...1 259069.030393: mmc_start_request <-mmc_wait_for_req
         mmcqd/0-339   [002] ...1 259069.030394: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [002] ...1 259069.030396: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [002] .... 259069.030397: mmc_request_start: mmc0: start struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_arg=0x59b40000 cmd_flags=0x195 cmd_retries=5 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=0 block_size=0 blk_addr=0 data_flags=0x0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
         mmcqd/0-339   [002] d..1 259069.030399: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [002] d..1 259069.030401: bcm2835_sdhost_send_command: read:SDCMD:0000080c
         mmcqd/0-339   [002] d..1 259069.030403: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [002] d..1 259069.030405: bcm2835_sdhost_send_command: write:SDARG:59b40000
         mmcqd/0-339   [002] d..1 259069.030406: bcm2835_sdhost_send_command: write:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259069.030407: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259069.030408: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259069.030410: bcm2835_sdhost_finish_command: read:SDCMD:0000000d
         mmcqd/0-339   [002] d..1 259069.030411: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [002] ...1 259069.030417: mmc_wait_for_req_done <-mmc_wait_for_req
     ksoftirqd/2-20    [002] ..s1 259069.030425: mmc_request_done <-bcm2835_sdhost_tasklet_finish
     ksoftirqd/2-20    [002] ..s. 259069.030427: mmc_request_done: mmc0: end struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=5 stop_opcode=0 stop_err=0 stop_resp=0x0 0x0 0x0 0x0 stop_retries=0 sbc_opcode=0 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=0 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
     ksoftirqd/2-20    [002] ..s1 259069.030429: mmc_wait_done <-mmc_request_done
         mmcqd/0-339   [003] ...1 259069.030439: mmc_retune_release <-mmc_wait_for_req_done
         mmcqd/0-339   [003] ...1 259069.030441: mmc_retune_release <-mmc_start_areq
         mmcqd/0-339   [003] d..2 259069.030453: mmc_exit_request <-free_request_size
         mmcqd/0-339   [003] ...1 259069.030456: mmc_put_card <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259069.030456: mmc_release_host <-mmc_put_card
          iozone-3762  [001] ...1 259069.030504: mmc_init_request <-alloc_request_size
          iozone-3762  [001] d..2 259069.030512: mmc_request_fn <-__blk_run_queue
         mmcqd/0-339   [003] d..2 259069.030521: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [003] d..2 259069.030522: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [003] ...1 259069.030523: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 259069.030524: mmc_get_card <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259069.030527: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259069.030528: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 259069.030529: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 259069.030530: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 259069.030531: mmc_start_areq <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 259069.030532: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [003] ...1 259069.030533: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [003] ...1 259069.030534: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [003] .... 259069.030536: mmc_request_start: mmc0: start struct mmc_request[ffffffc0301a4940]: cmd_opcode=25 cmd_arg=0xf3c cmd_flags=0xb5 cmd_retries=0 stop_opcode=12 stop_arg=0x0 stop_flags=0x49d stop_retries=0 sbc_opcode=23 sbc_arg=0x8 sbc_flags=0x15 sbc_retires=0 blocks=8 block_size=512 blk_addr=0 data_flags=0x100 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [003] d..1 259069.030548: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [003] d..1 259069.030550: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [003] d..1 259069.030552: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [003] d..1 259069.030553: bcm2835_sdhost_send_command: write:SDHCFG:0000040e
         mmcqd/0-339   [003] d..1 259069.030554: bcm2835_sdhost_send_command: write:SDHBCT:00000200
         mmcqd/0-339   [003] d..1 259069.030556: bcm2835_sdhost_send_command: write:SDHBLC:00000008
         mmcqd/0-339   [003] d..1 259069.030557: bcm2835_sdhost_send_command: write:SDARG:00000f3c
         mmcqd/0-339   [003] d..1 259069.030558: bcm2835_sdhost_send_command: write:SDCMD:00008099
         mmcqd/0-339   [003] d..1 259069.030561: bcm2835_sdhost_finish_command: read:SDCMD:00008099
         mmcqd/0-339   [003] d..1 259069.030562: bcm2835_sdhost_finish_command: read:SDCMD:00000099
         mmcqd/0-339   [003] d..1 259069.030563: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [003] ...1 259069.030566: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 259069.030567: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259069.030568: mmc_start_areq <-mmc_blk_issue_rw_rq
          <idle>-0     [001] d.s2 259069.032515: bcm2835_sdhost_dma_complete: read:SDHSTS:00000000
          <idle>-0     [001] d.s2 259069.032517: bcm2835_sdhost_dma_complete: read:SDCMD:00000099
          <idle>-0     [001] d.s2 259069.032518: bcm2835_sdhost_dma_complete: read:SDEDM:00010801
          <idle>-0     [001] d.s2 259069.032520: bcm2835_sdhost_finish_data: write:SDHCFG:0000040e
          <idle>-0     [001] d.s2 259069.032522: bcm2835_sdhost_send_command: read:SDCMD:00000099
          <idle>-0     [001] d.s2 259069.032524: bcm2835_sdhost_send_command: read:SDHSTS:00000000
          <idle>-0     [001] d.s2 259069.032525: bcm2835_sdhost_send_command: write:SDARG:00000000
          <idle>-0     [001] d.s2 259069.032526: bcm2835_sdhost_send_command: write:SDCMD:0000880c
          <idle>-0     [002] d.h2 259069.034094: bcm2835_sdhost_irq: read:SDHSTS:00000400
          <idle>-0     [002] d.h2 259069.034096: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [002] d.h2 259069.034098: bcm2835_sdhost_finish_command: read:SDCMD:0000080c
          <idle>-0     [002] d.h2 259069.034099: bcm2835_sdhost_finish_command: read:SDRSP0:00000c00
          <idle>-0     [002] d.h2 259069.034101: bcm2835_sdhost_irq: read:SDHSTS:00000000
          <idle>-0     [002] ..s2 259069.034105: mmc_request_done <-bcm2835_sdhost_tasklet_finish
          <idle>-0     [002] ..s1 259069.034106: mmc_request_done: mmc0: end struct mmc_request[ffffffc0301a4940]: cmd_opcode=25 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=0 stop_opcode=12 stop_err=0 stop_resp=0xc00 0x0 0x0 0x0 stop_retries=0 sbc_opcode=23 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=4096 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
          <idle>-0     [002] ..s2 259069.034108: mmc_wait_data_done <-mmc_request_done
         mmcqd/0-339   [002] ...1 259069.034119: mmc_blk_err_check <-mmc_start_areq
         mmcqd/0-339   [002] ...1 259069.034120: mmc_wait_for_cmd <-__mmc_send_status
         mmcqd/0-339   [002] ...1 259069.034121: mmc_wait_for_req <-mmc_wait_for_cmd
         mmcqd/0-339   [002] ...1 259069.034122: mmc_start_request <-mmc_wait_for_req
         mmcqd/0-339   [002] ...1 259069.034123: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [002] ...1 259069.034124: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [002] .... 259069.034126: mmc_request_start: mmc0: start struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_arg=0x59b40000 cmd_flags=0x195 cmd_retries=5 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=0 block_size=0 blk_addr=0 data_flags=0x0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
         mmcqd/0-339   [002] d..1 259069.034128: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [002] d..1 259069.034130: bcm2835_sdhost_send_command: read:SDCMD:0000080c
         mmcqd/0-339   [002] d..1 259069.034132: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [002] d..1 259069.034133: bcm2835_sdhost_send_command: write:SDARG:59b40000
         mmcqd/0-339   [002] d..1 259069.034134: bcm2835_sdhost_send_command: write:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259069.034135: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259069.034137: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259069.034138: bcm2835_sdhost_finish_command: read:SDCMD:0000000d
         mmcqd/0-339   [002] d..1 259069.034139: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [002] ...1 259069.034144: mmc_wait_for_req_done <-mmc_wait_for_req
     ksoftirqd/2-20    [002] ..s1 259069.034149: mmc_request_done <-bcm2835_sdhost_tasklet_finish
     ksoftirqd/2-20    [002] ..s. 259069.034151: mmc_request_done: mmc0: end struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=5 stop_opcode=0 stop_err=0 stop_resp=0x0 0x0 0x0 0x0 stop_retries=0 sbc_opcode=0 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=0 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
     ksoftirqd/2-20    [002] ..s1 259069.034153: mmc_wait_done <-mmc_request_done
         mmcqd/0-339   [003] ...1 259069.034162: mmc_retune_release <-mmc_wait_for_req_done
         mmcqd/0-339   [003] ...1 259069.034164: mmc_retune_release <-mmc_start_areq
         mmcqd/0-339   [003] d..2 259069.034176: mmc_exit_request <-free_request_size
         mmcqd/0-339   [003] ...1 259069.034178: mmc_put_card <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259069.034179: mmc_release_host <-mmc_put_card
          iozone-3762  [001] ...1 259069.034227: mmc_init_request <-alloc_request_size
          iozone-3762  [001] d..2 259069.034234: mmc_request_fn <-__blk_run_queue
         mmcqd/0-339   [003] d..2 259069.034243: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [003] d..2 259069.034244: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [003] ...1 259069.034245: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 259069.034246: mmc_get_card <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259069.034248: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259069.034249: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 259069.034251: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 259069.034251: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 259069.034253: mmc_start_areq <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 259069.034254: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [003] ...1 259069.034254: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [003] ...1 259069.034256: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [003] .... 259069.034258: mmc_request_start: mmc0: start struct mmc_request[ffffffc0301a7540]: cmd_opcode=25 cmd_arg=0xf44 cmd_flags=0xb5 cmd_retries=0 stop_opcode=12 stop_arg=0x0 stop_flags=0x49d stop_retries=0 sbc_opcode=23 sbc_arg=0x8 sbc_flags=0x15 sbc_retires=0 blocks=8 block_size=512 blk_addr=0 data_flags=0x100 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [003] d..1 259069.034268: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [003] d..1 259069.034270: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [003] d..1 259069.034272: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [003] d..1 259069.034273: bcm2835_sdhost_send_command: write:SDHCFG:0000040e
         mmcqd/0-339   [003] d..1 259069.034274: bcm2835_sdhost_send_command: write:SDHBCT:00000200
         mmcqd/0-339   [003] d..1 259069.034275: bcm2835_sdhost_send_command: write:SDHBLC:00000008
         mmcqd/0-339   [003] d..1 259069.034277: bcm2835_sdhost_send_command: write:SDARG:00000f44
         mmcqd/0-339   [003] d..1 259069.034279: bcm2835_sdhost_send_command: write:SDCMD:00008099
         mmcqd/0-339   [003] d..1 259069.034281: bcm2835_sdhost_finish_command: read:SDCMD:00008099
         mmcqd/0-339   [003] d..1 259069.034282: bcm2835_sdhost_finish_command: read:SDCMD:00000099
         mmcqd/0-339   [003] d..1 259069.034283: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [003] ...1 259069.034286: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 259069.034287: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259069.034288: mmc_start_areq <-mmc_blk_issue_rw_rq
          <idle>-0     [000] d.s2 259069.034694: bcm2835_sdhost_dma_complete: read:SDHSTS:00000000
          <idle>-0     [000] d.s2 259069.034696: bcm2835_sdhost_dma_complete: read:SDCMD:00000099
          <idle>-0     [000] d.s2 259069.034697: bcm2835_sdhost_dma_complete: read:SDEDM:00010801
          <idle>-0     [000] d.s2 259069.034699: bcm2835_sdhost_finish_data: write:SDHCFG:0000040e
          <idle>-0     [000] d.s2 259069.034701: bcm2835_sdhost_send_command: read:SDCMD:00000099
          <idle>-0     [000] d.s2 259069.034703: bcm2835_sdhost_send_command: read:SDHSTS:00000000
          <idle>-0     [000] d.s2 259069.034704: bcm2835_sdhost_send_command: write:SDARG:00000000
          <idle>-0     [000] d.s2 259069.034705: bcm2835_sdhost_send_command: write:SDCMD:0000880c
          <idle>-0     [001] d.h2 259069.036199: bcm2835_sdhost_irq: read:SDHSTS:00000400
          <idle>-0     [001] d.h2 259069.036201: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [001] d.h2 259069.036203: bcm2835_sdhost_finish_command: read:SDCMD:0000080c
          <idle>-0     [001] d.h2 259069.036204: bcm2835_sdhost_finish_command: read:SDRSP0:00000c00
          <idle>-0     [001] d.h2 259069.036207: bcm2835_sdhost_irq: read:SDHSTS:00000000
          <idle>-0     [001] ..s2 259069.036210: mmc_request_done <-bcm2835_sdhost_tasklet_finish
          <idle>-0     [001] ..s1 259069.036213: mmc_request_done: mmc0: end struct mmc_request[ffffffc0301a7540]: cmd_opcode=25 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=0 stop_opcode=12 stop_err=0 stop_resp=0xc00 0x0 0x0 0x0 stop_retries=0 sbc_opcode=23 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=4096 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
          <idle>-0     [001] ..s2 259069.036215: mmc_wait_data_done <-mmc_request_done
         mmcqd/0-339   [001] ...1 259069.036224: mmc_blk_err_check <-mmc_start_areq
         mmcqd/0-339   [001] ...1 259069.036225: mmc_wait_for_cmd <-__mmc_send_status
         mmcqd/0-339   [001] ...1 259069.036226: mmc_wait_for_req <-mmc_wait_for_cmd
         mmcqd/0-339   [001] ...1 259069.036227: mmc_start_request <-mmc_wait_for_req
         mmcqd/0-339   [001] ...1 259069.036228: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [001] ...1 259069.036229: mmc_retune <-__mmc_start_request
